"filename", "language", "TypeScript", "JavaScript", "JSON", "JSON with Comments", "XML", "TypeScript JSX", "YAML", "Ignore", "Markdown", "GraphQL", "comment", "blank", "total"
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/currenttown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 4, 45
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/description.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 3, 9, 175
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/fullname.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 287, 0, 0, 0, 0, 0, 9, 296
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/gender.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 211, 0, 0, 0, 0, 1, 9, 221
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/hometown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 5, 66
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 7, 227
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/interests.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 4, 6, 176
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/lookingfor.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 8, 189
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/relationship.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 1, 4, 36
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/personal/username.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 12, 200
"/Users/christianfirmi/Desktop/4/Github/bfs/revel/app/(app)/settings/profilesettings/venue/_layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
